"No.","Time","Source","Destination","Protocol","Length","Info"
"303","7.561837","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=9572 Ack=148482 Win=65536 Len=66 TSval=1672492760 TSecr=1672492733"
"305","7.613150","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=9638 Ack=149506 Win=65536 Len=66 TSval=1672492811 TSecr=1672492784"
"307","7.664414","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=9704 Ack=150530 Win=65536 Len=66 TSval=1672492863 TSecr=1672492835"
"309","7.715735","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=9770 Ack=151554 Win=65536 Len=66 TSval=1672492914 TSecr=1672492886"
"311","7.767203","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=9836 Ack=152578 Win=65536 Len=66 TSval=1672492965 TSecr=1672492938"
"313","7.819903","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=9902 Ack=153602 Win=65536 Len=66 TSval=1672493018 TSecr=1672492991"
"315","7.871213","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=9968 Ack=154626 Win=65536 Len=66 TSval=1672493069 TSecr=1672493042"
"317","7.922987","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=10034 Ack=155650 Win=65536 Len=66 TSval=1672493121 TSecr=1672493094"
"319","7.974669","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=10100 Ack=156674 Win=65536 Len=66 TSval=1672493173 TSecr=1672493145"
"321","8.026390","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=10166 Ack=157698 Win=65536 Len=66 TSval=1672493225 TSecr=1672493197"
"323","8.079555","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=10232 Ack=158722 Win=65536 Len=66 TSval=1672493278 TSecr=1672493250"
"325","8.132103","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=10298 Ack=159746 Win=65536 Len=66 TSval=1672493330 TSecr=1672493303"
"327","8.184901","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=10364 Ack=160770 Win=65536 Len=66 TSval=1672493383 TSecr=1672493355"
"329","8.237112","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=10430 Ack=161794 Win=65536 Len=66 TSval=1672493435 TSecr=1672493407"
"331","8.289353","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=10496 Ack=162818 Win=65536 Len=66 TSval=1672493488 TSecr=1672493460"
"333","8.340897","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=10562 Ack=163842 Win=65536 Len=66 TSval=1672493539 TSecr=1672493511"
"335","8.392879","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=10628 Ack=164866 Win=65536 Len=66 TSval=1672493591 TSecr=1672493563"
"337","8.445461","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=10694 Ack=165890 Win=65536 Len=66 TSval=1672493644 TSecr=1672493616"
"339","8.497815","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=10760 Ack=166914 Win=65536 Len=66 TSval=1672493696 TSecr=1672493668"
"341","8.551649","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=10826 Ack=167938 Win=65536 Len=66 TSval=1672493750 TSecr=1672493721"
"343","8.603992","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=10892 Ack=168962 Win=65536 Len=66 TSval=1672493802 TSecr=1672493774"
"345","8.656194","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=10958 Ack=169986 Win=65536 Len=66 TSval=1672493854 TSecr=1672493827"
"347","8.709000","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=11024 Ack=171010 Win=65536 Len=66 TSval=1672493907 TSecr=1672493880"
"349","8.761529","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=11090 Ack=172034 Win=65536 Len=66 TSval=1672493960 TSecr=1672493932"
"351","8.813462","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=11156 Ack=173058 Win=65536 Len=66 TSval=1672494012 TSecr=1672493984"
"353","8.864519","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=11222 Ack=174082 Win=65536 Len=66 TSval=1672494063 TSecr=1672494035"
"355","8.916064","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=11288 Ack=175106 Win=65536 Len=66 TSval=1672494114 TSecr=1672494087"
"357","8.969017","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=11354 Ack=176130 Win=65536 Len=66 TSval=1672494167 TSecr=1672494138"
"359","9.021645","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=11420 Ack=177154 Win=65536 Len=66 TSval=1672494220 TSecr=1672494191"
"361","9.074118","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=11486 Ack=178178 Win=65536 Len=66 TSval=1672494272 TSecr=1672494245"
"363","9.125301","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=11552 Ack=179202 Win=65536 Len=66 TSval=1672494323 TSecr=1672494296"
"365","9.177476","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=11618 Ack=180226 Win=65536 Len=66 TSval=1672494376 TSecr=1672494348"
"367","9.228725","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=11684 Ack=181250 Win=65536 Len=66 TSval=1672494427 TSecr=1672494399"
"369","9.279787","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=11750 Ack=182274 Win=65536 Len=66 TSval=1672494478 TSecr=1672494451"
"371","9.331455","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=11816 Ack=183298 Win=65536 Len=66 TSval=1672494530 TSecr=1672494502"
"373","9.382916","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=11882 Ack=184322 Win=65536 Len=66 TSval=1672494581 TSecr=1672494554"
"375","9.434101","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=11948 Ack=185346 Win=65536 Len=66 TSval=1672494632 TSecr=1672494605"
"377","9.487451","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=12014 Ack=186370 Win=65536 Len=66 TSval=1672494686 TSecr=1672494658"
"379","9.538665","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=12080 Ack=187394 Win=65536 Len=66 TSval=1672494737 TSecr=1672494709"
"381","9.589814","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=12146 Ack=188418 Win=65536 Len=66 TSval=1672494788 TSecr=1672494761"
"383","9.641018","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=12212 Ack=189442 Win=65536 Len=66 TSval=1672494839 TSecr=1672494812"
"385","9.693205","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=12278 Ack=190466 Win=65536 Len=66 TSval=1672494891 TSecr=1672494864"
"387","9.744936","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=12344 Ack=191490 Win=65536 Len=66 TSval=1672494943 TSecr=1672494915"
"389","9.797091","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=12410 Ack=192514 Win=65536 Len=66 TSval=1672494995 TSecr=1672494968"
"391","9.848427","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=12476 Ack=193538 Win=65536 Len=66 TSval=1672495047 TSecr=1672495019"
"393","9.900528","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=12542 Ack=194562 Win=65536 Len=66 TSval=1672495099 TSecr=1672495071"
"395","9.952349","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=12608 Ack=195586 Win=65536 Len=66 TSval=1672495151 TSecr=1672495123"
"397","10.005631","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=12674 Ack=196610 Win=65536 Len=66 TSval=1672495204 TSecr=1672495176"
"399","10.058707","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=12740 Ack=197634 Win=65536 Len=66 TSval=1672495257 TSecr=1672495229"
"401","10.110471","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=12806 Ack=198658 Win=65536 Len=66 TSval=1672495309 TSecr=1672495281"
"403","10.163504","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=12872 Ack=199682 Win=65536 Len=66 TSval=1672495362 TSecr=1672495334"
"405","10.214452","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=12938 Ack=200706 Win=65536 Len=66 TSval=1672495413 TSecr=1672495385"
"407","10.265949","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=13004 Ack=201730 Win=65536 Len=66 TSval=1672495464 TSecr=1672495437"
"409","10.317804","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=13070 Ack=202754 Win=65536 Len=66 TSval=1672495516 TSecr=1672495488"
"411","10.369227","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=13136 Ack=203778 Win=65536 Len=66 TSval=1672495567 TSecr=1672495540"
"413","10.423364","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=13202 Ack=204802 Win=65536 Len=66 TSval=1672495622 TSecr=1672495593"
"415","10.475184","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=13268 Ack=205826 Win=65536 Len=66 TSval=1672495673 TSecr=1672495646"
"417","10.527188","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=13334 Ack=206850 Win=65536 Len=66 TSval=1672495725 TSecr=1672495698"
"419","10.578672","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=13400 Ack=207874 Win=65536 Len=66 TSval=1672495777 TSecr=1672495750"
"421","10.630010","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=13466 Ack=208898 Win=65536 Len=66 TSval=1672495828 TSecr=1672495801"
"423","10.681588","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=13532 Ack=209922 Win=65536 Len=66 TSval=1672495880 TSecr=1672495852"
"425","10.733206","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=13598 Ack=210946 Win=65536 Len=66 TSval=1672495931 TSecr=1672495904"
"427","10.784448","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=13664 Ack=211970 Win=65536 Len=66 TSval=1672495983 TSecr=1672495955"
"429","10.838262","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=13730 Ack=212994 Win=65536 Len=66 TSval=1672496036 TSecr=1672496008"
"431","10.889277","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=13796 Ack=214018 Win=65536 Len=66 TSval=1672496087 TSecr=1672496060"
"433","10.940058","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=13862 Ack=215042 Win=65536 Len=66 TSval=1672496138 TSecr=1672496111"
"435","10.992101","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=13928 Ack=216066 Win=65536 Len=66 TSval=1672496190 TSecr=1672496163"
"437","11.044270","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=13994 Ack=217090 Win=65536 Len=66 TSval=1672496242 TSecr=1672496215"
"439","11.096879","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=14060 Ack=218114 Win=65536 Len=66 TSval=1672496295 TSecr=1672496267"
"441","11.148258","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=14126 Ack=219138 Win=65536 Len=66 TSval=1672496346 TSecr=1672496319"
"443","11.199255","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=14192 Ack=220162 Win=65536 Len=66 TSval=1672496397 TSecr=1672496370"
"445","11.251361","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=14258 Ack=221186 Win=65536 Len=66 TSval=1672496450 TSecr=1672496422"
"447","11.302491","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=14324 Ack=222210 Win=65536 Len=66 TSval=1672496501 TSecr=1672496474"
"449","11.354047","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=14390 Ack=223234 Win=65536 Len=66 TSval=1672496552 TSecr=1672496525"
"451","11.406635","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=14456 Ack=224258 Win=65536 Len=66 TSval=1672496605 TSecr=1672496577"
"453","11.459426","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=14522 Ack=225282 Win=65536 Len=66 TSval=1672496658 TSecr=1672496630"
"455","11.510872","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=14588 Ack=226306 Win=65536 Len=66 TSval=1672496709 TSecr=1672496682"
"457","11.562514","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=14654 Ack=227330 Win=65536 Len=66 TSval=1672496761 TSecr=1672496733"
"459","11.614289","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=14720 Ack=228354 Win=65536 Len=66 TSval=1672496812 TSecr=1672496785"
"461","11.667039","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=14786 Ack=229378 Win=65536 Len=66 TSval=1672496865 TSecr=1672496837"
"463","11.719885","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=14852 Ack=230402 Win=65536 Len=66 TSval=1672496918 TSecr=1672496891"
"465","11.771983","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=14918 Ack=231426 Win=65536 Len=66 TSval=1672496970 TSecr=1672496943"
"467","11.823062","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=14984 Ack=232450 Win=65536 Len=66 TSval=1672497021 TSecr=1672496994"
"469","11.875642","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=15050 Ack=233474 Win=65536 Len=66 TSval=1672497074 TSecr=1672497045"
"471","11.927550","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=15116 Ack=234498 Win=65536 Len=66 TSval=1672497126 TSecr=1672497098"
"473","11.980631","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=15182 Ack=235522 Win=65536 Len=66 TSval=1672497179 TSecr=1672497150"
"475","12.032448","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=15248 Ack=236546 Win=65536 Len=66 TSval=1672497231 TSecr=1672497203"
"477","12.085735","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=15314 Ack=237570 Win=65536 Len=66 TSval=1672497284 TSecr=1672497257"
"479","12.137534","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=15380 Ack=238594 Win=65536 Len=66 TSval=1672497336 TSecr=1672497308"
"481","12.189305","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=15446 Ack=239618 Win=65536 Len=66 TSval=1672497387 TSecr=1672497360"
"483","12.241092","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=15512 Ack=240642 Win=65536 Len=66 TSval=1672497439 TSecr=1672497412"
"485","12.292205","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=15578 Ack=241666 Win=65536 Len=66 TSval=1672497490 TSecr=1672497463"
"487","12.344235","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=15644 Ack=242690 Win=65536 Len=66 TSval=1672497542 TSecr=1672497515"
"489","12.395462","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=15710 Ack=243714 Win=65536 Len=66 TSval=1672497594 TSecr=1672497566"
"491","12.447701","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=15776 Ack=244738 Win=65536 Len=66 TSval=1672497646 TSecr=1672497618"
"493","12.500001","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=15842 Ack=245762 Win=65536 Len=66 TSval=1672497698 TSecr=1672497671"
"495","12.552489","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=15908 Ack=246786 Win=65536 Len=66 TSval=1672497751 TSecr=1672497722"
"497","12.604564","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=15974 Ack=247810 Win=65536 Len=66 TSval=1672497803 TSecr=1672497775"
"499","12.656438","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=16040 Ack=248834 Win=65536 Len=66 TSval=1672497855 TSecr=1672497827"
"501","12.707718","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=16106 Ack=249858 Win=65536 Len=66 TSval=1672497906 TSecr=1672497879"
"503","12.759718","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=16172 Ack=250882 Win=65536 Len=66 TSval=1672497958 TSecr=1672497930"
"505","12.811559","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=16238 Ack=251906 Win=65536 Len=66 TSval=1672498010 TSecr=1672497982"
"507","12.863307","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=16304 Ack=252930 Win=65536 Len=66 TSval=1672498061 TSecr=1672498034"
"509","12.915046","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=16370 Ack=253954 Win=65536 Len=66 TSval=1672498113 TSecr=1672498086"
"511","12.967695","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=16436 Ack=254978 Win=65536 Len=66 TSval=1672498166 TSecr=1672498138"
"513","13.018968","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=16502 Ack=256002 Win=65536 Len=66 TSval=1672498217 TSecr=1672498190"
"515","13.072359","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=16568 Ack=257026 Win=65536 Len=66 TSval=1672498271 TSecr=1672498241"
"517","13.124197","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=16634 Ack=258050 Win=65536 Len=66 TSval=1672498322 TSecr=1672498295"
"519","13.176208","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=16700 Ack=259074 Win=65536 Len=66 TSval=1672498374 TSecr=1672498346"
"521","13.227641","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=16766 Ack=260098 Win=65536 Len=66 TSval=1672498426 TSecr=1672498398"
"523","13.278908","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=16832 Ack=261122 Win=65536 Len=66 TSval=1672498477 TSecr=1672498450"
"525","13.331388","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=16898 Ack=262146 Win=65536 Len=66 TSval=1672498530 TSecr=1672498502"
"527","13.384054","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=16964 Ack=263170 Win=65536 Len=66 TSval=1672498582 TSecr=1672498554"
"529","13.435869","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=17030 Ack=264194 Win=65536 Len=66 TSval=1672498634 TSecr=1672498607"
"531","13.491152","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=17096 Ack=265218 Win=65536 Len=66 TSval=1672498689 TSecr=1672498658"
"533","13.543471","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=17162 Ack=266242 Win=65536 Len=66 TSval=1672498742 TSecr=1672498714"
"535","13.595022","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=17228 Ack=267266 Win=65536 Len=66 TSval=1672498793 TSecr=1672498766"
"537","13.647199","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=17294 Ack=268290 Win=65536 Len=66 TSval=1672498845 TSecr=1672498818"
"539","13.699743","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=17360 Ack=269314 Win=65536 Len=66 TSval=1672498898 TSecr=1672498870"
"541","13.756740","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=17426 Ack=270338 Win=65536 Len=66 TSval=1672498955 TSecr=1672498922"
"543","13.809134","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=17492 Ack=271362 Win=65536 Len=66 TSval=1672499007 TSecr=1672498979"
"545","13.861171","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=17558 Ack=272386 Win=65536 Len=66 TSval=1672499059 TSecr=1672499032"
"547","13.913259","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=17624 Ack=273410 Win=65536 Len=66 TSval=1672499111 TSecr=1672499084"
"549","13.966152","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=17690 Ack=274434 Win=65536 Len=66 TSval=1672499164 TSecr=1672499136"
"551","14.018738","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=17756 Ack=275458 Win=65536 Len=66 TSval=1672499217 TSecr=1672499189"
"553","14.072073","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=17822 Ack=276482 Win=65536 Len=66 TSval=1672499270 TSecr=1672499242"
"555","14.124883","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=17888 Ack=277506 Win=65536 Len=66 TSval=1672499323 TSecr=1672499295"
"557","14.176741","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=17954 Ack=278530 Win=65536 Len=66 TSval=1672499375 TSecr=1672499347"
"559","14.229149","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=18020 Ack=279554 Win=65536 Len=66 TSval=1672499427 TSecr=1672499400"
"561","14.281745","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=18086 Ack=280578 Win=65536 Len=66 TSval=1672499480 TSecr=1672499452"
"563","14.333426","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=18152 Ack=281602 Win=65536 Len=66 TSval=1672499532 TSecr=1672499504"
"565","14.385207","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=18218 Ack=282626 Win=65536 Len=66 TSval=1672499583 TSecr=1672499556"
"567","14.436850","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=18284 Ack=283650 Win=65536 Len=66 TSval=1672499635 TSecr=1672499607"
"569","14.488972","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=18350 Ack=284674 Win=65536 Len=66 TSval=1672499687 TSecr=1672499659"
"571","14.540624","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=18416 Ack=285698 Win=65536 Len=66 TSval=1672499739 TSecr=1672499712"
"573","14.592284","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=18482 Ack=286722 Win=65536 Len=66 TSval=1672499790 TSecr=1672499763"
"575","14.644325","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=18548 Ack=287746 Win=65536 Len=66 TSval=1672499843 TSecr=1672499815"
"577","14.695935","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=18614 Ack=288770 Win=65536 Len=66 TSval=1672499894 TSecr=1672499866"
"579","14.748108","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=18680 Ack=289794 Win=65536 Len=66 TSval=1672499946 TSecr=1672499918"
"581","14.799929","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=18746 Ack=290818 Win=65536 Len=66 TSval=1672499998 TSecr=1672499971"
"583","14.852655","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=18812 Ack=291842 Win=65536 Len=66 TSval=1672500051 TSecr=1672500023"
"585","14.904417","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=18878 Ack=292866 Win=65536 Len=66 TSval=1672500103 TSecr=1672500076"
"587","14.956508","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=18944 Ack=293890 Win=65536 Len=66 TSval=1672500155 TSecr=1672500127"
"589","15.007478","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=19010 Ack=294914 Win=65536 Len=66 TSval=1672500206 TSecr=1672500179"
"591","15.060956","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=19076 Ack=295938 Win=65536 Len=66 TSval=1672500259 TSecr=1672500230"
